activity,130 lb,155 lb,180 lb,205 lb,Calories per kg,avg_calories,calories_per_130lb,calories_per_155lb,calories_per_180lb,calories_per_205lb,intensity,activity_type,normalized_calories_per_kg,estimated_met
"Climbing hills, carrying over 42 lb (var 46)",458.82,635.16,709.79,769.42,1.59,638.59,548.99,723.95,734.71,808.39,Unknown,Other,0.51,9.62
Billiards (var 2),151.59,180.41,176.63,198.1,0.49,178.03,166.88,157.49,185.17,211.21,Unknown,Other,0.06,2.39
Walking the dog (var 63),153.35,183.3,228.0,279.58,0.66,254.34,198.96,192.98,223.99,318.95,Unknown,Other,0.09,3.11
Swimming butterfly (var 35),593.61,849.24,940.81,1002.31,2.6,928.21,650.99,860.5,904.5,1137.47,Unknown,Other,0.55,11.39
"Rowing machine, very vigorous (var 92)",744.56,915.06,944.81,1125.84,2.67,903.21,700.8,730.37,970.56,1012.18,High,Cardio,0.59,13.03
"Rock climbing, ascending rock (var 20)",632.72,717.77,839.62,1011.92,2.36,947.77,648.0,784.71,773.82,1024.04,Unknown,Other,0.57,11.98
General housework (var 73),197.17,237.29,263.46,293.18,0.77,286.68,225.32,279.41,271.13,304.42,Unknown,Other,0.11,3.52
"Running, 8.6 mph (7 min mile) (var 81)",851.44,1078.95,1109.4,1185.92,3.2,1079.79,845.73,934.45,1045.67,1387.2,Unknown,Cardio,0.75,16.31
"Canoeing, rowing, moderate (var 89)",419.98,490.32,539.16,721.01,1.28,570.33,461.0,496.18,491.37,737.62,Moderate,Cardio,0.38,8.63
"Downhill snow skiing, racing (var 29)",465.45,581.91,630.16,634.62,1.55,641.61,503.28,629.05,587.69,714.47,High,Other,0.39,7.53
"Running, on a track, team practice (var 21)",661.67,744.52,805.82,1005.83,2.02,768.44,580.11,622.69,834.08,950.04,Unknown,Cardio,0.58,10.38
"Walk / run, playing with animals (var 15)",207.11,305.17,345.78,391.09,0.94,295.95,241.17,295.97,354.12,343.05,Unknown,Other,0.17,3.85
Water polo (var 91),610.23,663.98,803.8,868.37,1.98,808.1,619.66,791.72,745.48,931.94,Unknown,Other,0.5,11.71
"Stationary cycling, light (var 49)",373.02,383.06,412.0,575.71,1.09,469.31,307.92,407.3,474.46,443.28,Low,Cardio,0.21,6.21
"Skiing, water skiing (var 67)",387.49,375.54,451.75,563.47,1.25,497.51,386.04,457.29,520.1,495.52,Unknown,Other,0.26,5.78
"Running, 8.6 mph (7 min mile) (var 88)",870.71,1104.52,1101.13,1377.47,2.96,1113.01,909.66,902.13,1110.12,1225.44,Unknown,Cardio,0.73,15.92
Race walking (var 92),432.57,431.57,522.16,593.2,1.34,484.21,369.75,506.46,610.51,673.48,Unknown,Other,0.28,7.49
"Table tennis, ping pong (var 60)",270.49,258.18,316.2,342.6,0.85,288.14,215.25,311.27,353.81,340.49,Unknown,Other,0.14,3.74
"Walking 3.5 mph, brisk pace (var 42)",199.31,250.61,298.24,325.2,0.68,269.09,238.75,304.52,323.91,312.48,Unknown,Other,0.12,4.13
Water aerobics (var 87),258.84,308.73,330.96,407.86,0.94,296.1,249.4,316.25,305.89,318.08,Unknown,Cardio,0.17,3.79
"Climbing hills, carrying up to 9 lbs (var 54)",469.04,528.94,539.27,627.86,1.62,534.13,374.05,517.48,653.85,673.47,Unknown,Other,0.36,7.55
Playing tennis (var 46),390.92,426.09,540.52,692.39,1.59,479.0,419.88,523.45,649.8,647.6,Unknown,Other,0.33,7.5
"Frisbee playing, general (var 22)",194.34,191.22,237.22,291.19,0.57,251.11,164.19,194.43,247.51,268.81,Unknown,Other,0.08,3.22
Water jogging (var 51),436.06,603.45,696.5,760.89,1.74,623.57,484.49,637.41,564.2,730.66,Unknown,Other,0.44,7.54
"Ice skating, average speed (var 87)",421.14,511.54,596.44,585.82,1.46,551.96,455.31,519.19,602.89,591.2,Unknown,Other,0.32,8.53
"Swimming, treading water, fast, vigorous (var 70)",629.63,692.1,899.12,924.73,1.82,795.79,534.53,738.16,828.71,856.5,High,Other,0.48,12.33
"Running, 10 mph (6 min mile) (var 68)",811.03,1015.98,1221.43,1578.4,2.95,1379.55,889.53,1054.61,1343.6,1571.66,Unknown,Cardio,0.91,16.18
Juggling (var 90),258.08,257.75,375.58,399.8,0.91,307.76,234.31,282.94,313.94,407.17,Unknown,Other,0.15,4.59
"Hockey, field hockey (var 27)",428.54,508.21,667.58,841.11,1.52,635.01,522.59,606.58,724.99,770.98,Unknown,Other,0.43,7.54
"Gardening, general (var 33)",213.09,244.09,302.82,426.95,0.8,322.21,214.51,305.53,326.2,368.63,Unknown,Other,0.15,3.91
"Boating, power, speed boat (var 4)",157.04,169.17,201.38,213.72,0.49,168.1,144.73,153.96,211.01,223.56,Unknown,Other,0.07,2.56
"Carrying infant, level ground (var 99)",194.85,252.03,323.31,333.79,0.73,239.93,197.71,227.14,246.04,349.11,Unknown,Other,0.12,4.26
Krav maga training (var 3),627.12,737.24,783.87,798.78,2.2,820.98,503.86,730.32,853.73,965.14,Unknown,Other,0.52,12.09
"Swimming, treading water, fast, vigorous (var 86)",556.86,800.03,837.43,1045.12,2.08,844.84,677.02,746.03,765.15,920.25,High,Other,0.59,10.02
"Softball, pitching (var 61)",354.2,387.24,534.74,592.88,1.41,395.09,393.6,403.89,539.22,519.04,Unknown,Other,0.3,7.45
"Standing, playing with children, light (var 36)",151.15,196.09,249.09,268.32,0.57,220.26,149.17,183.15,210.84,272.69,Low,Other,0.07,2.87
Walking the dog (var 79),159.17,181.15,218.21,298.09,0.54,198.57,170.01,219.19,237.06,248.95,Unknown,Other,0.08,3.61
"Running, 9 mph (6.5 min mile) (var 21)",807.95,999.81,1131.36,1591.81,2.76,1022.08,967.53,956.46,1384.42,1450.38,Unknown,Cardio,0.75,16.8
"Skin diving, fast (var 32)",876.51,1040.57,1253.54,1685.31,3.49,1157.77,992.33,1120.91,1167.28,1291.24,High,Other,0.91,19.34
"Skin diving, scuba diving (var 73)",453.84,465.21,646.02,557.69,1.23,503.4,405.18,501.56,615.75,635.02,Unknown,Other,0.3,7.3
"Stationary cycling, vigorous (var 50)",546.84,732.56,859.93,921.87,2.24,851.07,677.71,785.01,780.48,950.89,High,Cardio,0.53,10.88
"Football or baseball, playing catch (var 27)",164.58,152.21,208.36,214.63,0.53,166.61,151.8,190.65,185.85,219.67,Unknown,Other,0.06,3.12
"Running, 6.7 mph (9 min mile) (var 5)",723.79,886.81,872.75,957.58,2.43,807.96,645.8,880.83,800.78,875.19,Unknown,Cardio,0.54,11.98
"Walking, snow blower (var 51)",230.22,237.29,308.77,299.78,0.8,262.46,197.39,212.82,258.45,344.67,Unknown,Other,0.13,4.32
Raking lawn (var 47),242.42,277.61,380.89,383.94,1.01,300.52,277.25,265.44,399.61,358.37,Unknown,Other,0.19,4.13
"Loading, unloading car (var 15)",184.31,220.46,273.34,249.12,0.71,247.59,192.43,238.55,251.43,278.8,Unknown,Other,0.09,3.44
Snowmobiling (var 23),217.27,234.58,328.3,370.43,0.73,293.76,215.52,235.18,298.43,367.56,Unknown,Other,0.13,3.95
Painting (var 30),265.63,324.56,356.96,419.22,0.85,332.54,226.39,327.42,420.64,377.14,Unknown,Other,0.18,4.69
Playing tennis (var 5),463.51,421.15,568.09,747.76,1.61,459.01,385.78,437.97,647.44,630.55,Unknown,Other,0.29,7.85
"Cross country skiing, moderate (var 10)",430.15,487.97,645.52,716.83,1.6,697.16,405.59,597.69,595.58,693.91,Moderate,Other,0.38,8.09
"Skin diving, fast (var 9)",1030.7,982.46,1443.97,1684.06,2.87,1241.44,1033.84,1086.86,1288.38,1283.27,High,Other,1.0,18.18
"Carrying 25 to 49 lbs, upstairs (var 69)",532.55,622.96,715.53,844.98,1.63,639.2,501.47,593.14,583.14,820.85,Unknown,Other,0.43,8.53
"Running, cross country (var 82)",566.84,665.2,738.33,828.15,2.08,666.04,540.03,578.22,651.1,935.66,Unknown,Cardio,0.52,9.82
Carrying heavy loads (var 35),458.96,571.6,642.66,721.19,1.43,587.51,477.92,580.93,637.99,844.84,Unknown,Other,0.39,8.68
Snorkeling (var 49),278.81,343.11,371.34,462.2,1.14,396.4,325.23,392.47,428.45,494.96,Unknown,Other,0.22,5.86
Jazzercise (var 49),346.99,437.56,426.53,500.78,1.13,417.74,337.26,469.95,558.18,565.56,Unknown,Other,0.29,6.0
Walking downstairs (var 97),163.32,198.89,211.21,274.32,0.59,260.81,158.48,195.85,216.78,320.76,Unknown,Other,0.1,3.46
"Running, 6 mph (10 min mile) (var 57)",665.73,765.92,937.78,884.98,1.95,651.12,615.62,664.42,875.91,808.71,Unknown,Cardio,0.54,10.71
"Walk/run, playing with children, vigorous (var 94)",312.0,319.69,454.63,475.82,1.16,401.66,268.65,402.78,396.44,532.85,High,Other,0.24,6.09
Walking using crutches (var 51),274.67,348.83,392.64,505.82,1.1,349.6,282.76,350.63,383.69,456.45,Unknown,Other,0.22,4.66
"Rowing machine, moderate (var 96)",360.0,467.35,516.57,706.68,1.37,545.62,360.3,456.56,597.82,605.81,Moderate,Cardio,0.36,6.6
"Circuit training, minimal rest (var 20)",507.44,494.53,629.62,695.78,1.83,548.13,541.5,549.95,750.63,645.33,Unknown,Other,0.37,8.84
"Rowing machine, light (var 98)",198.83,259.22,323.35,303.18,0.65,287.47,202.33,260.03,289.03,354.6,Low,Cardio,0.11,3.68
General cleaning (var 60),222.15,220.1,299.59,302.75,0.81,241.86,235.92,256.58,325.33,362.62,Unknown,Other,0.11,3.67
Taking out trash (var 24),160.57,225.08,233.32,275.41,0.54,205.54,183.29,242.53,214.99,279.14,Unknown,Other,0.08,3.62
Swimming backstroke (var 19),394.74,559.51,489.73,696.53,1.24,542.31,471.81,427.87,588.7,556.36,Unknown,Other,0.37,8.55
Carrying moderate loads upstairs (var 90),432.14,515.94,637.06,837.92,1.7,560.72,490.81,562.72,607.65,853.86,Moderate,Other,0.44,9.19
"Frisbee playing, general (var 86)",178.4,197.05,275.61,303.18,0.71,242.27,153.15,233.97,229.51,291.26,Unknown,Other,0.08,3.49
"Basketball, wheelchair (var 49)",382.54,394.71,550.61,519.36,1.2,500.96,358.0,463.5,589.22,656.38,Unknown,Other,0.31,6.2
Billiards (var 88),163.18,183.24,190.39,202.87,0.49,208.43,134.88,179.12,213.18,232.52,Unknown,Other,0.05,2.33
"Cycling, mountain bike, bmx (var 76)",515.0,657.47,786.3,907.49,1.51,615.85,567.19,527.02,599.46,705.18,Unknown,Cardio,0.45,10.25
"Walking 3.5 mph, uphill (var 66)",405.12,405.3,494.46,574.38,1.19,426.06,308.85,373.57,537.69,580.09,Unknown,Other,0.28,5.87
"Golf, general (var 74)",247.8,281.87,373.65,456.95,0.9,321.82,298.47,275.58,348.92,380.6,Unknown,Other,0.18,5.29
Playing racquetball (var 17),460.59,524.39,524.8,658.48,1.24,553.83,442.05,534.44,639.26,565.71,Unknown,Other,0.35,6.56
"Ice skating, rapidly (var 81)",576.97,580.97,628.53,821.55,1.78,592.71,581.54,554.08,682.34,770.9,Unknown,Other,0.45,9.13
"Ice skating, average speed (var 74)",395.39,438.26,567.66,674.99,1.4,470.2,450.32,443.23,524.49,579.88,Unknown,Other,0.32,7.86
"Softball, pitching (var 97)",382.17,479.14,454.76,599.42,1.4,400.96,349.92,393.89,450.47,519.28,Unknown,Other,0.25,6.87
"Mowing lawn, riding mower (var 6)",168.78,178.34,191.13,206.64,0.57,171.97,161.88,200.58,197.04,220.71,Unknown,Other,0.06,2.84
"Carpentry, general (var 36)",237.91,246.14,312.29,327.2,0.63,292.18,229.72,251.47,294.76,292.29,Unknown,Other,0.13,3.52
Fencing (var 14),303.04,414.27,546.34,628.34,1.31,521.71,404.99,418.08,543.85,607.07,Unknown,Other,0.29,5.87
Handball (var 52),766.5,862.38,856.38,1178.43,2.56,957.79,700.25,792.16,834.96,949.53,Unknown,Other,0.7,12.97
Taking out trash (var 77),163.36,186.9,235.08,298.08,0.54,260.07,181.84,226.06,214.32,279.03,Unknown,Other,0.1,3.26
"Horseback riding, walking (var 56)",129.14,196.18,196.36,229.43,0.46,206.31,135.6,162.2,212.47,225.52,Unknown,Other,0.06,2.49
"Racquetball, competitive (var 33)",672.31,599.65,869.01,962.01,1.87,674.3,667.59,777.45,936.07,812.94,Unknown,Other,0.47,11.45
Bird watching (var 52),125.97,171.48,202.39,222.77,0.53,179.96,159.98,188.33,224.45,249.6,Unknown,Other,0.06,2.4
"Volleyball, beach (var 19)",466.66,529.14,608.28,791.97,1.78,639.08,441.25,546.43,629.41,785.08,Unknown,Other,0.4,9.39
"Jumping rope, fast (var 50)",633.59,966.35,982.57,1066.41,2.79,913.75,657.13,900.75,923.43,975.56,High,Other,0.71,14.35
"Hockey, field hockey (var 9)",528.98,635.14,572.35,754.04,1.74,553.87,436.93,545.37,682.33,832.43,Unknown,Other,0.4,8.97
"Stationary cycling, very vigorous (var 53)",638.42,840.91,1150.98,1281.72,2.69,871.2,634.97,764.35,999.97,1075.87,High,Cardio,0.73,13.7
Carrying small children (var 58),154.12,197.7,237.1,279.27,0.61,234.59,165.5,236.92,235.36,314.83,Unknown,Other,0.1,3.61
Jazzercise (var 73),387.28,415.04,556.6,612.44,1.26,524.14,370.98,468.93,481.96,506.56,Unknown,Other,0.26,6.07
Kickball (var 79),451.76,486.93,513.21,658.7,1.25,511.46,408.72,560.45,596.45,617.46,Unknown,Other,0.36,7.27
"Jumping rope, slow (var 98)",506.77,512.81,749.07,819.45,1.81,606.96,536.83,590.66,705.72,805.58,Low,Other,0.42,9.52
"Running, cross country (var 11)",588.43,630.06,821.6,758.04,1.71,622.19,510.04,718.07,751.9,817.19,Unknown,Cardio,0.4,9.53
Walking 4.5 mph (var 40),335.3,508.85,538.47,530.32,1.39,412.75,345.68,409.14,569.4,635.75,Unknown,Other,0.28,6.52
"Basketball, shooting baskets (var 74)",304.09,346.69,406.61,397.76,0.89,369.7,231.28,285.37,407.97,450.06,Unknown,Other,0.19,5.42
"Running, 6 mph (10 min mile) (var 14)",549.61,602.54,854.61,857.23,2.19,652.56,525.35,757.04,703.01,1045.01,Unknown,Cardio,0.49,12.48
"Running, 6 mph (10 min mile) (var 61)",669.19,647.45,787.88,793.54,2.26,775.2,527.56,701.15,875.31,970.62,Unknown,Cardio,0.56,12.41
"Football or baseball, playing catch (var 85)",162.21,196.27,179.88,260.3,0.5,202.29,136.19,199.54,187.69,229.28,Unknown,Other,0.06,2.98
"Aerobics, low impact (var 62)",253.75,367.61,426.0,470.9,1.07,326.16,290.38,323.07,372.35,411.63,Unknown,Cardio,0.18,5.18
"Snow skiing, downhill skiing, light (var 44)",268.96,357.25,412.95,465.01,1.04,434.39,317.3,353.81,458.59,423.72,Low,Other,0.2,5.56
Skateboarding (var 74),327.39,398.02,462.03,470.07,1.11,356.01,306.05,346.3,378.08,479.37,Unknown,Other,0.2,5.82
"Boxing, in ring (var 55)",732.97,837.09,1044.96,959.12,2.66,861.26,662.14,901.36,1046.16,1268.94,Unknown,Other,0.73,14.88
"Horseback riding, grooming horse (var 11)",223.35,261.42,315.7,369.02,0.67,293.87,178.21,253.89,313.55,360.22,Unknown,Other,0.11,3.82
"Carrying 25 to 49 lbs, upstairs (var 79)",475.22,606.05,675.77,723.5,1.83,685.06,458.06,540.96,584.44,838.92,Unknown,Other,0.34,8.45
"Cycling, 10-11.9 mph, light (var 96)",320.85,391.75,504.23,479.53,1.41,455.8,317.35,384.31,496.86,637.5,Low,Cardio,0.23,6.61
"Backpacking, Hiking with pack (var 99)",392.89,516.4,644.27,692.73,1.33,475.8,378.43,460.15,541.77,741.3,Unknown,Other,0.34,7.89
"Cycling, >20 mph, racing (var 95)",889.45,1172.49,1329.72,1484.45,3.15,1084.23,842.11,1265.79,1328.11,1444.27,High,Cardio,0.78,16.58
"Skin diving, moderate (var 32)",791.1,763.96,1015.13,1052.65,2.34,1073.22,665.99,908.75,991.48,1165.68,Moderate,Other,0.6,14.35
"Riding, snow blower (var 86)",161.35,231.84,225.84,296.65,0.63,254.58,189.35,227.43,258.83,280.85,Unknown,Other,0.1,3.27
"Cross country skiing, racing (var 23)",933.48,1037.14,1032.43,1303.7,2.74,1062.23,708.51,1110.65,1247.21,1457.34,High,Other,0.67,13.1
Shoveling snow by hand (var 63),359.19,360.08,447.3,565.93,1.34,479.64,360.59,446.35,417.77,536.6,Unknown,Other,0.25,6.45
Mild stretching (var 84),147.94,160.87,229.35,222.15,0.52,196.05,137.62,188.25,182.31,219.09,Low,Flexibility,0.05,3.0
"Stretching, hatha yoga (var 88)",232.27,270.7,327.04,337.36,0.93,343.49,245.56,319.18,335.49,415.37,Unknown,Flexibility,0.15,3.88
Squash (var 68),688.75,962.55,1102.37,1170.53,2.8,816.71,798.31,732.27,872.7,1180.71,Unknown,Other,0.56,14.87
Orienteering (var 75),549.92,628.35,631.36,724.18,1.92,613.95,511.85,719.16,690.69,811.63,Unknown,Other,0.5,8.97
Raking lawn (var 89),239.87,335.42,325.11,353.7,0.99,301.2,223.09,315.81,401.33,393.33,Unknown,Other,0.19,5.09
"Cycling, 10-11.9 mph, light (var 43)",365.15,471.61,431.34,602.53,1.34,483.45,306.11,467.63,493.21,526.26,Low,Cardio,0.25,6.86
"Horse racing, galloping (var 47)",487.52,647.33,601.77,845.64,1.6,535.9,447.37,588.7,602.25,657.71,High,Other,0.42,9.13
"Swimming, treading water, fast, vigorous (var 91)",572.13,725.4,755.25,912.96,1.94,865.43,553.78,803.26,877.32,924.02,High,Other,0.45,12.01
"Running, 7 mph (8.5 min mile) (var 76)",653.17,790.15,996.39,935.76,2.04,901.69,712.83,732.11,1000.08,1152.88,Unknown,Cardio,0.69,13.9
Walking downstairs (var 30),190.22,209.31,236.62,271.87,0.63,205.08,183.94,236.91,238.33,320.85,Unknown,Other,0.09,2.89
Fencing (var 41),335.24,360.05,540.37,537.07,1.19,419.87,310.47,451.23,505.51,606.33,Unknown,Other,0.23,6.34
"Rowing machine, vigorous (var 59)",461.57,571.7,742.37,849.09,1.8,586.08,564.63,632.34,608.79,853.56,High,Cardio,0.47,9.59
"Teach physical education,exercise class (var 5)",214.01,316.18,292.26,383.93,0.84,300.16,257.09,278.63,362.9,341.93,Unknown,Other,0.13,4.05
"Water aerobics, water calisthenics (var 93)",211.7,289.21,278.02,407.52,0.71,324.79,208.41,289.91,308.24,325.47,Unknown,Cardio,0.14,4.48
"Tennis, singles (var 85)",518.47,572.12,581.68,738.12,1.86,590.99,512.24,623.88,561.97,741.58,Unknown,Other,0.34,8.08
"Running, 8.6 mph (7 min mile) (var 12)",803.01,988.07,1045.56,1262.45,3.19,1179.65,828.48,966.99,1152.2,1362.21,Unknown,Cardio,0.77,16.48
Archery (var 4),186.56,217.22,248.86,329.1,0.67,264.83,208.03,241.98,322.08,324.76,Unknown,Other,0.13,4.24
"Walk / run, playing with animals (var 60)",212.73,240.65,309.42,375.22,0.9,314.61,237.12,262.56,365.64,391.82,Unknown,Other,0.14,4.63
"Rock climbing, mountain climbing (var 88)",443.77,563.86,556.1,681.77,1.54,519.14,516.46,527.8,604.12,835.26,Unknown,Other,0.36,7.6
"Mowing lawn, riding mower (var 20)",127.25,187.05,227.91,211.26,0.49,186.98,169.13,158.26,179.41,249.68,Unknown,Other,0.06,2.86
"Running, 9 mph (6.5 min mile) (var 31)",819.57,911.53,1329.51,1520.54,3.48,1218.13,820.91,1129.6,1171.11,1302.13,Unknown,Cardio,0.87,14.3
"Calisthenics, vigorous, pushups, situps… (var 71)",477.73,490.48,636.27,720.17,1.61,625.55,477.7,517.13,741.83,776.92,High,Strength,0.36,7.81
"Running, on a track, team practice (var 99)",649.21,634.92,812.57,1038.27,2.29,679.0,677.75,625.68,774.81,1023.64,Unknown,Cardio,0.5,9.63
"Golf, miniature golf (var 38)",175.23,201.42,224.11,276.63,0.55,196.52,165.15,201.59,209.69,284.97,Unknown,Other,0.08,3.18
"Golf, driving range (var 3)",155.29,215.11,211.5,319.16,0.63,216.26,201.68,223.78,209.15,292.41,Unknown,Other,0.1,3.49
Race walking (var 43),431.47,446.6,491.49,617.9,1.26,430.07,392.7,516.14,472.9,599.58,Unknown,Other,0.31,6.42
"Tennis, singles (var 69)",429.48,491.43,591.51,728.76,1.77,537.31,429.42,571.3,579.47,706.21,Unknown,Other,0.45,8.95
Water jogging (var 94),427.99,624.26,588.6,722.0,1.81,570.67,431.58,596.99,619.25,740.49,Unknown,Other,0.42,8.72
"Martial arts, judo, karate, jujitsu (var 21)",639.22,672.5,873.56,814.96,2.33,705.4,570.1,754.12,769.27,1026.12,Unknown,Other,0.48,11.81
Pushing stroller or walking with children (var 84),169.19,169.33,178.83,265.83,0.45,217.69,144.83,160.4,173.92,198.4,Unknown,Other,0.06,2.87
Water jogging (var 65),420.34,542.41,677.76,777.07,1.62,584.6,517.31,632.32,620.21,672.64,Unknown,Other,0.43,7.83
"Martial arts, kick boxing (var 25)",526.92,763.32,885.28,894.01,2.01,701.61,563.39,804.92,709.23,802.8,Unknown,Other,0.56,9.41
"Horesback riding, saddling horse (var 1)",176.75,249.87,258.53,303.97,0.77,271.63,218.11,237.46,297.65,312.76,Unknown,Other,0.12,3.8
"Horseback riding, grooming horse (var 86)",218.19,274.97,277.34,364.43,0.71,271.12,205.57,265.71,319.84,371.45,Unknown,Other,0.11,3.85
"Water aerobics, water calisthenics (var 96)",248.5,268.0,297.28,410.56,0.74,262.47,257.99,260.66,345.85,386.3,Unknown,Cardio,0.13,4.8
Carrying moderate loads upstairs (var 4),463.07,492.5,649.45,819.0,1.67,675.89,430.45,585.23,589.41,831.04,Moderate,Other,0.39,9.74
"Swimming, treading water, moderate (var 30)",234.41,249.26,287.64,355.09,0.94,334.36,217.43,287.54,331.56,359.74,Moderate,Other,0.13,3.97
Roller skating (var 39),445.64,553.63,612.64,563.4,1.32,505.76,380.11,420.48,597.98,557.84,Unknown,Other,0.32,7.01
"Rowing machine, very vigorous (var 53)",695.35,943.45,909.36,992.29,2.67,932.53,747.83,750.26,1120.82,1074.11,High,Cardio,0.72,12.17
"Rowing machine, light (var 89)",200.33,244.8,307.62,348.53,0.81,235.33,202.82,217.57,296.23,322.98,Low,Cardio,0.11,3.75
Hacky sack (var 59),268.18,260.2,318.72,373.8,0.7,283.18,261.03,310.0,306.33,420.62,Unknown,Other,0.16,4.46
"Ballet, twist, jazz, tap (var 52)",238.35,328.65,385.21,425.75,1.04,364.98,234.96,282.88,346.21,393.49,Unknown,Other,0.19,5.09
"Carrying 16 to 24 lbs, upstairs (var 5)",355.12,360.04,438.53,576.94,1.12,433.51,396.31,434.67,494.12,582.68,Unknown,Other,0.24,6.57
Kayaking (var 89),284.42,326.37,414.55,445.6,0.96,371.3,281.4,380.56,395.14,435.19,Unknown,Other,0.22,6.23
"Football, touch, flag, general (var 64)",451.46,599.85,585.07,799.71,1.48,558.41,458.73,533.79,744.41,854.27,Unknown,Other,0.35,9.12
"Running, 10 mph (6 min mile) (var 42)",947.93,1257.14,1222.55,1588.23,3.41,1116.15,910.84,1293.49,1141.2,1504.91,Unknown,Cardio,0.81,15.75
Swimming backstroke (var 72),404.38,557.29,584.93,697.36,1.37,513.36,393.53,491.61,584.16,744.29,Unknown,Other,0.32,8.71
"Running, training, pushing wheelchair (var 14)",517.31,603.41,606.37,691.21,1.42,604.48,410.8,592.14,616.51,757.74,Unknown,Cardio,0.42,9.89
Walking using crutches (var 73),270.38,387.04,432.61,460.86,1.08,418.54,278.8,315.34,416.03,460.92,Unknown,Other,0.18,5.17
Water aerobics (var 20),216.22,302.18,362.67,411.18,0.8,327.5,219.75,250.1,330.66,384.66,Unknown,Cardio,0.17,4.58
Carrying heavy loads (var 49),463.07,618.45,619.89,809.16,1.46,651.49,403.32,586.82,567.01,699.03,Unknown,Other,0.4,8.67
"Walking 4.0 mph, very brisk (var 48)",285.84,327.05,395.87,468.93,0.94,385.84,325.06,372.53,425.04,469.08,Unknown,Other,0.23,4.93
"Mowing lawn, riding mower (var 3)",159.03,170.88,202.97,260.54,0.51,185.34,150.74,157.89,177.36,245.99,Unknown,Other,0.07,2.68
"Walking, pushing a wheelchair (var 42)",237.88,243.9,284.74,381.93,0.89,329.42,263.46,307.35,279.08,419.09,Unknown,Other,0.16,4.69
"Jumping rope, slow (var 8)",473.71,590.15,720.86,843.51,1.47,592.97,532.33,481.48,608.05,711.91,Low,Other,0.42,8.96
"Soccer, competitive (var 20)",570.93,603.85,927.99,887.19,2.2,846.78,563.01,755.6,840.96,1022.8,Unknown,Other,0.56,11.97
"Boxing, sparring (var 72)",540.55,624.97,632.2,767.76,1.71,645.39,525.97,685.84,831.64,760.0,Unknown,Other,0.43,9.8
"Stationary cycling, light (var 28)",350.74,365.98,439.89,499.09,1.24,368.24,297.38,341.82,396.21,474.06,Low,Cardio,0.21,5.57
"Sailing, competition (var 20)",302.86,334.4,447.67,453.67,1.06,398.71,297.65,327.47,370.02,435.69,Unknown,Other,0.19,6.13
Jai alai (var 79),787.0,764.94,844.52,1093.06,2.27,1020.34,712.83,921.51,903.55,1275.99,Unknown,Other,0.57,11.89
"Stationary cycling, very vigorous (var 43)",674.44,853.19,1115.9,1073.39,2.88,961.82,722.6,976.57,892.74,1009.24,High,Cardio,0.57,14.4
"Horesback riding, saddling horse (var 26)",227.84,236.78,314.29,352.52,0.61,259.47,210.1,229.1,291.33,326.59,Unknown,Other,0.14,4.21
"Horseback riding, trotting (var 67)",362.7,410.75,457.83,649.53,1.49,560.72,364.27,455.08,540.15,596.74,Unknown,Other,0.28,8.04
"Cricket (batting, bowling) (var 84)",283.72,367.41,385.53,482.79,1.18,355.77,331.4,323.73,384.82,531.2,Unknown,Other,0.21,4.84
Darts (wall or lawn) (var 22),166.42,181.3,199.71,221.8,0.49,178.94,156.96,174.97,227.4,242.59,Unknown,Other,0.05,2.54
"Rowing machine, light (var 67)",228.81,253.17,304.47,332.76,0.66,290.95,223.21,235.45,307.75,301.67,Low,Cardio,0.11,4.04
"Windsurfing, sailing (var 22)",195.6,213.26,253.54,275.04,0.7,233.88,172.69,222.39,241.07,298.92,Unknown,Other,0.09,3.41
Mild stretching (var 9),138.73,155.17,183.5,205.48,0.5,186.04,168.94,179.81,191.73,198.8,Low,Flexibility,0.07,2.75
"Calisthenics, vigorous, pushups, situps… (var 32)",417.0,547.03,642.35,714.59,1.53,558.3,524.22,628.13,583.18,671.6,High,Strength,0.38,9.72
"Volleyball, competitive (var 48)",484.55,539.71,741.64,804.46,1.55,594.64,418.62,601.59,650.98,727.2,Unknown,Other,0.44,9.35
"Football or baseball, playing catch (var 62)",134.43,161.29,223.95,199.11,0.46,161.88,132.45,185.61,210.59,224.9,Unknown,Other,0.06,2.54
"Walk/run, playing with children, vigorous (var 78)",258.08,332.35,466.44,503.26,0.96,403.48,275.8,342.5,362.43,435.96,High,Other,0.24,6.07
"Cycling, 10-11.9 mph, light (var 24)",355.17,418.17,532.55,626.93,1.08,444.13,398.47,379.73,495.58,517.41,Low,Cardio,0.27,7.25
Painting (var 87),237.52,292.61,370.21,360.78,0.82,332.62,268.67,347.8,350.14,425.95,Unknown,Other,0.18,5.16
"Jumping rope, slow (var 97)",473.23,575.58,606.72,683.15,1.59,634.91,484.09,565.97,734.97,764.02,Low,Other,0.4,9.78
"Rock climbing, rappelling (var 72)",457.11,603.73,662.63,746.62,1.51,543.11,417.03,601.77,655.11,673.29,Unknown,Other,0.35,8.51
"Ballroom dancing, fast (var 64)",304.01,353.51,510.97,583.63,1.24,402.93,356.72,358.09,383.0,505.41,High,Cardio,0.27,5.8
Water volleyball (var 66),189.08,226.77,240.09,278.13,0.58,243.5,187.25,235.42,258.83,252.04,Unknown,Other,0.09,3.51
"Rowing machine, vigorous (var 6)",458.47,522.18,749.88,901.58,1.89,631.92,556.43,564.44,771.12,676.2,High,Cardio,0.46,9.3
